faction;deckCardId;number;randomHexLabel;randomHexValue;orderLabel;orderName;orderType;orderCount;action;eventName;diceWhite;diceRed;consequence
american;american-55;55;L4;4;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;RINFORZI;4;5;
american;american-56;56;L6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;RINFORZI;4;5;
american;american-57;57;L8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;SACCHEGGIO;5;4;
american;american-58;58;L10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;SACCHEGGIO;5;4;
american;american-59;59;M2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;6;3;
american;american-60;60;M4;4;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;6;3;
american;american-61;61;M6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;4;6;
american;american-62;62;M8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;4;6;
american;american-63;63;M10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;5;5;sniper
american;american-64;64;N2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;5;5;sniper
american;american-65;65;N4;4;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;ACQUATTARSI;6;4;
american;american-66;66;N6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;PRIGIONIERI DI GUERRA;6;4;
american;american-67;67;N8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;DEMOLIZIONI;PRIGIONIERI DI GUERRA;5;6;
american;american-68;68;N10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;EROE;5;6;
american;american-69;69;O2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;EROE;6;5;
american;american-70;70;O4;4;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;ORDINI CONTRADDITTORI;EROE;6;5;
american;american-71;71;O6;6;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FUOCO SOSTENUTO;EROE;6;6;time
american;american-72;72;O8;8;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FUOCO INCROCIATO;EROE;6;6;time
